year,round_number,total_matches,matches_without_changes,matches_with_one_change,matches_with_multiple_changes,unknown_results,malformed_matches,total_snapshots
2016,83,67,53,9,5,0,0,94
2016,84,50,30,14,6,0,0,81
2016,85,78,55,12,11,0,0,118
2016,86,26,17,6,3,0,0,42
2016,87,74,58,11,5,0,0,105
2016,88,60,45,7,8,0,0,86
2016,89,65,54,7,4,0,0,82
2016,90,8,4,2,2,0,0,16
2016,91,35,23,5,7,0,0,56
2016,92,26,19,2,5,0,0,41
2016,93,58,38,10,10,0,0,95
2016,94,43,29,5,9,0,0,74
2016,95,57,44,11,2,0,0,73
2016,96,24,12,4,8,0,0,47
2016,97,55,40,9,6,0,0,77
2016,98,45,37,4,4,0,0,58
2016,99,56,47,7,2,0,0,68
2016,100,26,20,4,2,0,0,35
2016,101,57,46,8,3,0,0,71
2016,102,33,20,8,5,0,0,51
2016,103,5,4,1,0,0,0,6
2016,104,12,7,1,4,0,0,21
2016,105,1,1,0,0,0,0,1
2017,1,10,6,4,0,0,0,14
2017,2,16,9,3,4,0,0,29
2017,3,24,20,3,1,0,0,29
2017,4,19,12,5,2,0,0,28
2017,5,53,48,4,1,0,0,61
2017,6,19,11,3,5,0,0,35
2017,7,63,60,2,1,0,0,67
2017,8,21,16,1,4,0,0,30
2017,9,54,47,4,3,0,0,64
2017,10,23,16,5,2,0,0,32
2017,11,57,51,5,1,0,0,64
2017,12,19,14,3,2,0,0,27
2017,13,55,45,10,0,0,0,65
2017,14,23,18,3,2,0,0,30
2017,15,48,40,5,3,0,0,60
2017,16,39,31,6,2,0,0,52
2017,17,64,60,4,0,0,0,68
2017,18,38,30,3,5,0,0,53
2017,19,76,66,8,2,0,0,89
2017,20,16,10,4,2,0,0,24
2017,21,73,60,10,3,0,0,90
2017,22,38,29,8,1,0,0,48
2017,23,78,70,6,2,0,0,88
2017,24,17,10,5,2,0,0,26
2017,25,34,28,4,2,0,0,43
2017,26,26,19,6,1,0,0,34
2017,27,75,66,5,4,0,0,93
2017,28,47,40,3,4,0,0,59
2017,29,76,68,6,2,0,0,86
2017,30,32,21,6,5,0,0,49
2017,31,75,67,4,4,0,0,88
2017,32,16,6,3,7,0,0,39
2017,33,74,57,10,7,0,0,102
2017,34,43,29,7,7,0,0,66
2017,35,68,51,14,3,0,0,90
2017,36,26,14,6,6,0,0,49
2017,37,73,63,4,6,0,0,94
2017,38,29,19,6,4,0,0,46
2017,39,78,65,4,9,0,0,111
2017,40,16,8,1,7,0,0,41
2017,41,70,53,12,5,0,0,96
2017,42,17,8,2,7,0,0,34
2017,43,31,16,6,9,0,0,59
2017,44,19,10,4,5,0,0,34
2017,45,22,15,6,1,0,0,30
2017,46,21,15,3,3,0,0,31
2017,47,31,27,1,3,0,0,39
2017,48,16,12,3,1,0,0,21
2017,49,21,15,4,2,0,0,29
2017,50,13,10,2,1,0,0,18
2017,51,22,14,3,5,0,0,35
2017,52,13,10,1,2,0,0,20
2017,53,21,13,1,7,0,0,40
2017,54,4,0,2,2,0,0,11
2017,55,17,9,6,2,0,0,28
2017,56,9,4,3,2,0,0,17
2017,57,9,3,3,3,0,0,18
2017,58,8,3,3,2,0,0,16
2017,59,10,8,1,1,0,0,13
2017,60,4,0,2,2,0,0,12
2017,61,11,10,1,0,0,0,12
2017,62,6,4,1,1,0,0,10
2017,63,33,29,1,3,0,0,40
2017,64,14,9,4,1,0,0,20
2017,65,48,36,12,0,0,0,60
2017,66,13,8,3,2,0,0,20
2017,67,75,61,13,1,0,0,90
2017,68,22,13,5,4,0,0,35
2017,69,72,59,11,2,0,0,88
2017,70,21,14,6,1,0,0,29
2017,71,33,23,7,3,0,0,50
2017,72,30,20,5,5,0,0,49
2017,73,75,59,14,2,0,0,93
2017,74,46,39,2,5,0,0,60
2017,75,77,73,4,0,0,0,81
2017,76,46,40,3,3,0,0,55
2017,77,76,63,7,6,0,0,96
2017,78,46,31,10,5,0,0,67
2017,79,77,64,13,0,0,0,90
2017,80,16,12,4,0,0,0,20
2017,81,39,28,8,3,0,0,55
2017,82,25,20,4,1,0,0,32
2017,83,75,64,9,2,0,0,90
2017,84,45,29,10,6,0,0,69
2017,85,76,66,7,3,0,0,89
2017,86,35,26,4,5,0,0,50
2017,87,74,54,15,5,0,0,99
2017,88,44,31,10,3,0,0,61
2017,89,65,44,17,4,0,0,91
2017,90,7,2,4,1,0,0,13
2017,91,16,11,5,0,0,0,21
2017,92,21,14,6,1,0,0,29
2017,93,30,22,4,4,0,0,43
2017,94,65,58,4,3,0,0,76
2017,95,44,33,8,3,0,0,58
2018,1,19,15,4,0,0,0,23
2018,2,24,19,4,1,0,0,30
2018,3,20,11,9,0,0,0,29
2018,4,45,38,6,1,0,0,53
2018,5,25,22,3,0,0,0,28
2018,6,59,51,8,0,0,0,67
2018,7,18,9,7,2,0,0,29
2018,8,54,46,7,1,0,0,63
2018,9,23,17,6,0,0,0,29
2018,10,55,41,14,0,0,0,69
2018,11,20,15,5,0,0,0,25
2018,12,57,50,7,0,0,0,64
2018,13,38,37,1,0,0,0,39
2018,14,47,40,6,1,0,0,55
2018,15,41,24,12,5,0,0,65
2018,16,63,54,9,0,0,0,72
2018,17,25,20,3,2,0,0,32
2018,18,66,59,6,1,0,0,75
2018,19,36,22,11,3,0,0,55
2018,20,75,63,9,3,0,0,90
2018,21,39,34,2,3,0,0,48
2018,22,76,58,14,4,0,0,100
2018,23,2,0,1,1,0,0,5
2018,24,28,21,5,2,0,0,40
2018,25,32,27,4,1,0,0,38
2018,26,76,67,6,3,0,0,88
2018,27,40,31,6,3,0,0,53
2018,28,76,69,6,1,0,0,84
2018,29,25,18,6,1,0,0,34
2018,30,75,62,10,3,0,0,91
2018,31,61,46,12,3,0,0,81
2018,32,64,55,9,0,0,0,73
2018,33,23,20,2,1,0,0,27
2018,34,76,72,4,0,0,0,80
2018,35,21,19,2,0,0,0,23
2018,36,76,74,2,0,0,0,78
2018,37,27,25,2,0,0,0,29
2018,38,68,64,3,1,0,0,73
2018,39,18,18,0,0,0,0,18
2018,40,51,50,1,0,0,0,52
2018,41,2,2,0,0,0,0,2
2018,42,4,3,1,0,0,0,5
2018,43,15,13,2,0,0,0,17
2018,44,23,22,1,0,0,0,24
2018,45,15,13,2,0,0,0,17
2018,46,20,19,1,0,0,0,21
2018,47,5,5,0,0,0,0,5
2018,48,10,7,2,1,0,0,15
2018,49,12,11,1,0,0,0,13
2018,50,9,7,2,0,0,0,11
2018,51,16,13,2,1,0,0,20
2018,52,9,6,3,0,0,0,12
2018,53,5,4,1,0,0,0,6
2018,54,13,13,0,0,0,0,13
2018,55,11,8,3,0,0,0,14
2018,56,11,3,4,4,0,0,23
2018,57,17,13,4,0,0,0,21
2018,58,20,16,4,0,0,0,24
2018,59,5,3,1,1,0,0,8
2018,60,15,12,3,0,0,0,18
2018,61,3,3,0,0,0,0,3
2018,62,49,44,4,1,0,0,55
2018,63,19,18,1,0,0,0,20
2018,64,61,50,7,4,0,0,76
2018,65,21,12,6,3,0,0,35
2018,66,72,66,5,1,0,0,79
2018,67,17,15,2,0,0,0,19
2018,68,75,72,3,0,0,0,78
2018,69,19,16,3,0,0,0,22
2018,70,39,29,6,4,0,0,54
2018,71,25,21,4,0,0,0,29
2018,72,75,69,6,0,0,0,81
2018,73,48,40,4,4,0,0,61
2018,74,78,60,15,3,0,0,100
2018,75,51,46,5,0,0,0,56
2018,76,73,60,12,1,0,0,87
2018,77,25,20,5,0,0,0,30
2018,78,50,41,6,3,0,0,63
2018,79,12,7,3,2,0,0,20
2018,80,31,20,8,3,0,0,45
2018,81,25,19,4,2,0,0,33
2018,82,47,35,9,3,0,0,62
2018,83,22,16,4,2,0,0,30
2018,84,48,25,15,8,0,0,80
2018,85,18,12,3,3,0,0,31
2018,86,51,40,10,1,0,0,63
2018,87,15,8,4,3,0,0,27
2018,88,27,18,7,2,0,0,39
2018,89,28,26,2,0,0,0,30
2018,90,42,33,7,2,0,0,53
2018,91,46,39,6,1,0,0,55
2018,92,43,33,8,2,0,0,55
2018,93,21,16,5,0,0,0,26
2018,94,39,28,10,1,0,0,51
2018,95,19,12,4,3,0,0,30
2018,96,38,27,10,1,0,0,50
2018,97,19,7,10,2,0,0,34
2018,98,40,27,6,7,0,0,65
2018,99,20,13,4,3,0,0,33
2018,100,20,10,6,4,0,0,36
2019,1,12,7,2,3,0,0,21
2019,2,15,7,4,4,0,0,27
2019,3,28,19,4,5,0,0,44
2019,4,40,29,6,5,0,0,58
2019,5,29,21,5,3,0,0,40
2019,6,58,50,8,0,0,0,66
2019,7,25,16,3,6,0,0,44
2019,8,51,37,12,2,0,0,67
2019,9,25,16,8,1,0,0,35
2019,10,52,42,5,5,0,0,67
2019,11,16,12,3,1,0,0,21
2019,12,55,37,18,0,0,0,73
2019,13,24,15,7,2,0,0,35
2019,14,46,34,8,4,0,0,62
2019,15,26,21,4,1,0,0,32
2019,16,63,55,6,2,0,0,73
2019,17,21,13,5,3,0,0,33
2019,18,74,62,10,2,0,0,88
2019,19,37,30,5,2,0,0,47
2019,20,75,65,8,2,0,0,87
2019,21,38,33,5,0,0,0,43
2019,22,77,66,10,1,0,0,89
2019,23,13,11,2,0,0,0,15
2019,24,31,24,5,2,0,0,40
2019,25,24,23,1,0,0,0,25
2019,26,75,68,7,0,0,0,82
2019,27,50,49,0,1,0,0,52
2019,28,74,62,6,6,0,0,92
2019,29,33,27,4,2,0,0,41
2019,30,75,68,6,1,0,0,84
2019,31,19,15,3,1,0,0,24
2019,32,73,64,9,0,0,0,82
2019,33,53,49,4,0,0,0,57
2019,34,64,57,5,2,0,0,73
2019,35,16,12,3,1,0,0,21
2019,36,66,58,7,1,0,0,75
2019,37,28,21,6,1,0,0,38
2019,38,76,71,5,0,0,0,81
2019,39,14,6,6,2,0,0,24
2019,40,47,38,9,0,0,0,56
2019,41,18,9,3,6,0,0,38
2019,42,29,23,4,2,0,0,39
2019,43,10,5,3,2,0,0,17
2019,44,8,6,2,0,0,0,10
2019,45,6,6,0,0,0,0,6
2019,46,30,23,6,1,0,0,38
2019,47,23,18,2,3,0,0,32
2019,48,6,4,0,2,0,0,10
2019,49,4,1,2,1,0,0,8
2019,50,5,4,0,1,0,0,7
2019,51,4,2,0,2,0,0,9
2019,52,6,5,1,0,0,0,7
2019,53,4,4,0,0,0,0,4
2019,54,6,5,1,0,0,0,7
2019,55,6,2,4,0,0,0,10
2019,56,6,3,2,1,0,0,10
2019,57,0,0,0,0,0,0,0
2019,58,6,4,0,2,0,0,11
2019,59,1,1,0,0,0,0,1
2019,60,1,1,0,0,0,0,1
2019,61,6,3,3,0,0,0,9
2019,62,18,14,3,1,0,0,23
2019,63,4,4,0,0,0,0,4
2019,64,35,33,2,0,0,0,37
2019,65,5,5,0,0,0,0,5
2019,66,53,49,4,0,0,0,57
2019,67,7,6,1,0,0,0,8
2019,68,57,52,4,1,0,0,64
2019,69,15,14,0,1,0,0,17
2019,70,64,62,1,1,0,0,67
2019,71,21,16,4,1,0,0,27
2019,72,21,17,4,0,0,0,25
2019,73,48,43,3,2,0,0,55
2019,74,61,58,2,1,0,0,65
2019,75,41,36,5,0,0,0,46
2019,76,62,51,11,0,0,0,73
2019,77,48,39,4,5,0,0,64
2019,78,63,61,1,1,0,0,67
2019,79,24,22,2,0,0,0,26
2019,80,27,20,6,1,0,0,35
2019,81,33,25,6,2,0,0,44
2019,82,62,56,4,2,0,0,70
2019,83,44,39,3,2,0,0,52
2019,84,63,53,8,2,0,0,75
2019,85,35,32,2,1,0,0,40
2019,86,62,58,3,1,0,0,69
2019,87,42,40,2,0,0,0,44
2019,88,60,55,4,1,0,0,66
2019,89,21,18,2,1,0,0,26
2019,90,23,20,3,0,0,0,26
2019,91,31,27,3,1,0,0,36
2019,92,63,58,5,0,0,0,68
2019,93,42,29,10,3,0,0,60
2019,94,61,54,6,1,0,0,69
2019,95,25,24,1,0,0,0,26
2019,96,58,54,3,1,0,0,64
2019,97,43,32,10,1,0,0,55
2019,98,60,57,3,0,0,0,63
2019,99,33,25,5,3,0,0,45
2019,100,58,55,2,1,0,0,62
2019,101,9,9,0,0,0,0,9
2019,102,11,9,2,0,0,0,13
2019,103,0,0,0,0,0,0,0
2020,1,10,10,0,0,0,0,10
2020,2,18,16,1,1,0,0,21
2020,3,21,16,3,2,0,0,30
2020,4,38,35,2,1,0,0,42
2020,5,20,12,3,5,0,0,43
2020,6,53,50,3,0,0,0,56
2020,7,21,20,1,0,0,0,22
2020,8,52,52,0,0,0,0,52
2020,9,12,7,4,1,0,0,20
2020,10,57,57,0,0,0,0,57
2020,11,21,20,1,0,0,0,22
2020,12,46,44,2,0,0,0,48
2020,13,24,16,5,3,0,0,38
2020,14,51,48,2,1,0,0,55
2020,15,36,25,10,1,0,0,51
2020,16,52,51,1,0,0,0,53
2020,17,21,19,2,0,0,0,23
2020,18,50,47,2,1,0,0,55
2020,19,14,10,2,2,0,0,22
2020,20,51,51,0,0,0,0,51
2020,21,14,11,3,0,0,0,17
2020,22,0,0,0,0,0,0,0
2020,23,0,0,0,0,0,0,0
2020,24,11,11,0,0,0,0,11
2020,25,0,0,0,0,0,0,0
2020,26,19,19,0,0,0,0,19
2020,27,1,1,0,0,0,0,1
2020,28,20,20,0,0,0,0,20
2020,29,14,12,2,0,0,0,16
2020,30,19,18,1,0,0,0,20
2020,31,2,2,0,0,0,0,2
2020,32,15,14,1,0,0,0,16
2020,33,3,3,0,0,0,0,3
2020,34,30,27,2,1,0,0,35
2020,35,29,27,2,0,0,0,31
2020,36,42,41,1,0,0,0,43
2020,37,32,32,0,0,0,0,32
2020,38,45,41,3,1,0,0,50
2020,39,47,42,5,0,0,0,52
2020,40,44,38,4,2,0,0,52
2020,41,52,48,4,0,0,0,56
2020,42,50,48,2,0,0,0,52
2020,43,50,45,3,2,0,0,57
2020,44,39,35,4,0,0,0,43
2020,45,51,46,5,0,0,0,56
2020,46,23,18,3,2,0,0,32
2020,47,40,34,2,4,0,0,50
2020,48,22,18,2,2,0,0,28
2020,49,28,19,7,2,0,0,39
2020,50,20,16,2,2,0,0,26
2020,51,27,24,3,0,0,0,30
2020,52,17,11,5,1,0,0,24
2020,53,12,9,3,0,0,0,15
2020,54,32,23,8,1,0,0,42
2020,55,18,13,5,0,0,0,23
2020,56,4,3,1,0,0,0,5
2020,57,43,31,10,2,0,0,57
2020,58,32,21,11,0,0,0,43
2020,59,65,40,20,5,0,0,95
2020,60,39,22,13,4,0,0,62
2020,61,65,37,24,4,0,0,98
2020,62,33,14,13,6,0,0,60
2020,63,95,67,25,3,0,0,128
2020,64,58,33,18,7,0,0,91
2020,65,94,59,31,4,0,0,133
2020,66,35,17,14,4,0,0,57
2020,67,87,58,27,2,0,0,118
2020,68,40,19,18,3,0,0,64
2020,69,54,32,16,6,0,0,84
2020,70,54,30,18,6,0,0,85
2020,71,91,72,16,3,0,0,114
2020,72,56,29,19,8,0,0,93
2020,73,86,66,20,0,0,0,106
2020,74,70,42,24,4,0,0,103
2020,75,84,55,27,2,0,0,115
2020,76,62,40,18,4,0,0,89
2020,77,85,49,35,1,0,0,122
2020,78,34,13,12,9,0,0,66
2020,79,40,20,20,0,0,0,60
2020,80,40,11,22,7,0,0,81
2020,81,74,42,28,4,0,0,111
2020,82,65,40,19,6,0,0,97
2020,83,68,34,32,2,0,0,104
2020,84,63,32,23,8,0,0,103
2020,85,66,41,21,4,0,0,97
2020,86,48,23,22,3,0,0,78
2020,87,68,46,20,2,0,0,92
2020,88,51,27,23,1,0,0,76
2020,89,67,48,18,1,0,0,87
2020,90,47,24,23,0,0,0,70
2020,91,13,2,8,3,0,0,27
2020,92,16,8,8,0,0,0,24
2021,1,38,21,17,0,0,0,55
2021,2,26,16,9,1,0,0,37
2021,3,47,28,18,1,0,0,67
2021,4,26,10,16,0,0,0,42
2021,5,45,28,15,2,0,0,65
2021,6,23,10,12,1,0,0,37
2021,7,27,7,19,1,0,0,48
2021,8,56,36,20,0,0,0,76
2021,9,31,14,16,1,0,0,50
2021,10,53,33,17,3,0,0,77
2021,11,21,6,15,0,0,0,36
2021,12,53,27,26,0,0,0,79
2021,13,29,11,17,1,0,0,48
2021,14,56,33,22,1,0,0,80
2021,15,28,10,16,2,0,0,48
2021,16,74,55,19,0,0,0,93
2021,17,46,22,22,2,0,0,72
2021,18,65,30,32,3,0,0,104
2021,19,37,14,23,0,0,0,60
2021,20,76,47,27,2,0,0,107
2021,21,31,11,15,5,0,0,57
2021,22,75,46,28,1,0,0,105
2021,23,23,13,7,3,0,0,38
2021,24,31,21,10,0,0,0,41
2021,25,24,15,8,1,0,0,34
2021,26,76,51,24,1,0,0,103
2021,27,32,10,20,2,0,0,56
2021,28,74,55,18,1,0,0,94
2021,29,34,10,19,5,0,0,65
2021,30,89,57,26,6,0,0,127
2021,31,63,36,21,6,0,0,97
2021,32,94,61,31,2,0,0,130
2021,33,35,20,13,2,0,0,52
2021,34,83,64,18,1,0,0,103
2021,35,23,15,8,0,0,0,31
2021,36,85,63,21,1,0,0,109
2021,37,56,32,21,3,0,0,83
2021,38,85,63,22,0,0,0,107
2021,39,30,13,14,3,0,0,50
2021,40,83,56,24,3,0,0,113
2021,41,18,9,8,1,0,0,28
2021,42,38,23,13,2,0,0,56
2021,43,30,12,14,4,0,0,53
2021,44,34,9,18,7,0,0,66
2021,45,20,10,10,0,0,0,30
2021,46,26,11,14,1,0,0,42
2021,47,23,8,11,4,0,0,43
2021,48,38,18,17,3,0,0,61
2021,49,40,14,17,9,0,0,81
2021,50,39,11,22,6,0,0,75
2021,51,24,7,12,5,0,0,46
2021,52,40,20,15,5,0,0,66
2021,53,33,14,12,7,0,0,65
2021,54,25,9,9,7,0,0,48
2021,55,12,3,3,6,0,0,28
2021,56,27,13,11,3,0,0,45
2021,57,34,16,13,5,0,0,59
2021,58,35,13,17,5,0,0,64
2021,59,15,6,8,1,0,0,25
2021,60,29,15,12,2,0,0,45
2021,61,22,7,8,7,0,0,44
2021,62,39,19,18,2,0,0,61
2021,63,21,9,11,1,0,0,34
2021,64,77,51,24,2,0,0,105
2021,65,39,14,19,6,0,0,72
2021,66,81,50,30,1,0,0,113
2021,67,40,7,28,5,0,0,78
2021,68,90,54,35,1,0,0,127
2021,69,47,18,24,5,0,0,81
2021,70,53,25,21,7,0,0,88
2021,71,42,16,15,11,0,0,82
2021,72,82,50,30,2,0,0,116
2021,73,73,35,31,7,0,0,119
2021,74,89,46,40,3,0,0,135
2021,75,59,34,24,1,0,0,85
2021,76,88,51,34,3,0,0,128
2021,77,67,25,35,7,0,0,117
2021,78,92,57,35,0,0,0,127
2021,79,20,5,11,4,0,0,40
2021,80,47,20,22,5,0,0,79
2021,81,40,20,18,2,0,0,62
2021,82,81,53,27,1,0,1,110
2021,83,66,30,32,4,0,0,106
2021,84,91,53,35,3,0,0,132
2021,85,50,23,21,6,0,0,83
2021,86,76,55,21,0,0,0,97
2021,87,72,38,32,2,0,0,108
2021,88,88,52,35,1,0,0,125
2021,89,21,10,9,2,0,0,36
2021,90,31,13,15,3,0,0,52
2021,91,29,16,9,4,0,0,46
2021,92,77,49,26,2,0,0,107
2021,93,56,22,33,1,0,0,91
2021,94,80,60,19,1,0,0,101
2021,95,44,23,18,3,0,0,68
2021,96,85,51,27,7,0,0,126
2021,97,61,36,22,3,0,0,90
2021,98,69,44,25,0,0,0,94
2021,99,28,8,17,3,0,0,51
2021,100,50,24,25,1,0,0,77
2021,101,36,20,15,1,0,0,53
2021,102,8,4,3,1,0,0,13
2021,103,8,6,2,0,0,0,10
2022,1,17,4,11,2,0,0,34
2022,2,12,5,6,1,0,0,20
2022,3,38,24,12,2,0,0,54
2022,4,26,7,14,5,0,0,50
2022,5,59,30,26,3,0,0,91
2022,6,41,23,17,1,0,0,60
2022,7,65,39,22,4,0,0,95
2022,8,22,5,11,6,0,0,45
2022,9,18,4,10,4,0,0,36
2022,10,25,9,12,4,0,0,46
2022,11,58,37,19,2,0,0,81
2022,12,31,19,10,2,0,0,45
2022,13,64,46,18,0,0,0,82
2022,14,27,14,11,2,0,0,42
2022,15,80,51,22,7,0,0,116
2022,16,38,14,22,2,0,0,64
2022,17,92,59,27,6,0,0,131
2022,18,32,6,22,4,0,0,64
2022,19,93,75,17,1,0,0,112
2022,20,28,14,13,1,0,0,43
2022,21,93,51,37,5,0,0,141
2022,22,34,18,11,5,0,0,56
2022,23,94,65,27,2,0,0,126
2022,24,22,8,11,3,0,0,40
2022,25,43,23,16,4,0,0,69
2022,26,44,24,13,7,0,0,76
2022,27,94,66,25,3,0,0,126
2022,28,45,20,21,4,0,0,74
2022,29,103,69,29,5,0,0,142
2022,30,37,15,18,4,0,0,68
2022,31,87,56,26,5,0,0,125
2022,32,65,43,18,4,0,0,91
2022,33,97,67,26,4,0,0,132
2022,34,43,20,17,6,0,0,73
2022,35,83,61,20,2,0,0,108
2022,36,34,16,12,6,0,0,61
2022,37,92,61,25,6,0,0,130
2022,38,40,22,14,4,0,0,62
2022,39,90,59,28,3,0,0,124
2022,40,41,17,19,5,0,0,70
2022,41,79,46,28,5,0,0,118
2022,42,20,6,10,4,0,0,41
2022,43,38,21,15,2,0,0,57
2022,44,27,11,12,4,0,0,49
2022,45,50,27,18,5,0,0,79
2022,46,55,16,26,13,0,0,116
2022,47,55,33,18,4,0,0,81
2022,48,40,14,23,3,0,0,71
2022,49,36,15,16,5,0,0,62
2022,50,16,2,9,5,0,0,35
2022,51,33,16,16,1,0,0,52
2022,52,15,6,6,3,0,0,27
2022,53,30,15,12,3,0,0,48
2022,54,23,10,10,3,0,0,39
2022,55,32,19,12,1,0,0,47
2022,56,16,4,10,2,0,0,31
2022,57,31,16,12,3,0,0,49
2022,58,7,4,0,3,0,0,15
2022,59,20,10,7,3,0,0,34
2022,60,10,2,4,4,0,0,26
2022,61,36,19,13,4,0,0,57
2022,62,23,5,13,5,0,0,47
2022,63,69,48,17,4,0,0,94
2022,64,13,3,8,2,0,0,25
2022,65,80,50,30,0,0,0,110
2022,66,38,15,16,7,0,0,69
2022,67,79,54,19,6,0,0,111
2022,68,26,8,16,2,0,0,47
2022,69,87,60,23,4,0,0,118
2022,70,57,34,19,4,0,0,84
2022,71,85,58,24,3,0,0,115
2022,72,17,7,7,3,0,0,31
2022,73,51,42,6,3,0,0,63
2022,74,81,50,30,1,0,0,113
2022,75,74,40,25,9,0,0,117
2022,76,89,71,16,2,0,0,110
2022,77,16,5,8,3,0,0,33
2022,78,46,24,18,4,0,0,73
2022,79,35,25,9,1,0,0,46
2022,80,89,72,17,0,0,0,106
2022,81,58,37,16,5,0,0,84
2022,82,94,69,23,2,0,0,121
2022,83,62,39,22,1,0,0,86
2022,84,77,57,18,2,0,0,99
2022,85,32,12,19,1,0,0,53
2022,86,71,44,26,1,0,0,99
2022,87,54,33,20,1,0,0,77
2022,88,73,53,17,3,0,0,98
2022,89,51,33,16,2,0,0,72
2022,90,73,52,19,2,0,0,96
2022,91,39,23,14,2,0,0,57
2022,92,55,35,18,2,0,0,78
2022,93,20,5,10,5,0,0,42
2022,94,16,8,7,1,0,0,26
2022,95,7,5,2,0,0,0,9
2022,96,8,4,3,1,0,0,16
2022,97,12,4,8,0,0,0,20
2022,98,8,4,4,0,0,0,12
2022,99,8,5,3,0,0,0,11
2022,100,8,2,3,3,0,0,19
2022,101,4,2,1,1,0,0,8
2022,102,10,4,3,3,0,0,19
2022,103,2,0,1,1,0,0,5
2022,104,7,5,1,1,0,0,10
2022,105,3,2,1,0,0,0,4
2022,106,3,0,3,0,0,0,6
2022,107,26,8,13,5,0,0,50
2022,108,9,1,6,2,0,0,19
2023,1,18,6,9,3,0,0,33
2023,2,11,4,5,2,0,0,20
2023,3,15,8,7,0,0,0,22
2023,4,41,16,23,2,0,0,68
2023,5,9,2,6,1,0,0,17
2023,6,19,17,2,0,0,0,21
2023,7,53,36,16,1,0,0,71
2023,8,6,1,3,2,0,0,13
2023,9,9,2,6,1,0,0,17
2023,10,51,32,17,2,0,0,72
2023,11,12,7,5,0,0,0,17
2023,12,18,6,11,1,0,0,31
2023,13,53,29,23,1,0,0,78
2023,14,5,2,2,1,0,0,9
2023,15,20,13,7,0,0,0,27
2023,16,62,43,17,2,0,0,83
2023,17,6,2,4,0,0,0,10
2023,18,11,4,6,1,0,0,19
2023,19,62,46,14,2,0,0,80
2023,20,6,4,2,0,0,0,8
2023,21,21,11,7,3,0,0,34
2023,22,74,44,29,1,0,0,105
2023,23,27,12,11,4,0,0,47
2023,24,86,54,27,5,0,0,123
2023,25,9,7,2,0,0,0,11
2023,26,17,8,7,2,0,0,29
2023,27,95,57,35,3,0,0,136
2023,28,34,19,10,5,0,0,56
2023,29,95,71,23,1,0,0,120
2023,30,5,5,0,0,0,0,5
2023,31,20,15,5,0,0,0,25
2023,32,100,84,15,1,0,0,117
2023,33,14,8,4,2,0,0,24
2023,34,59,34,24,1,0,0,87
2023,35,27,19,5,3,0,0,38
2023,36,4,2,1,1,0,0,8
2023,37,95,64,26,5,0,0,131
2023,38,13,7,5,1,0,0,20
2023,39,20,12,4,4,0,0,33
2023,40,97,70,18,9,0,0,135
2023,41,5,3,1,1,0,0,9
2023,42,17,5,11,1,0,0,30
2023,43,96,65,26,5,0,0,133
2023,44,8,2,2,4,0,0,18
2023,45,25,12,10,3,0,0,42
2023,46,96,71,23,2,0,0,123
2023,47,10,3,5,2,0,0,19
2023,48,20,13,7,0,0,0,27
2023,49,85,60,21,4,0,0,114
2023,50,13,4,6,3,0,0,27
2023,51,35,25,5,5,0,0,50
2023,52,77,57,17,3,0,0,100
2023,53,11,4,6,1,0,0,19
2023,54,17,7,7,3,0,0,30
2023,55,91,65,21,5,0,0,123
2023,56,4,3,1,0,0,0,5
2023,57,19,14,5,0,0,0,24
2023,58,92,59,28,5,0,0,130
2023,59,6,3,2,1,0,0,10
2023,60,33,9,13,11,0,0,71
2023,61,91,55,28,8,0,0,135
2023,62,2,1,1,0,0,0,3
2023,63,16,11,4,1,0,0,22
2023,64,68,35,30,3,0,0,104
2023,65,3,1,0,2,0,0,8
2023,66,11,6,3,2,0,0,18
2023,67,41,20,18,3,0,0,65
2023,68,2,1,1,0,0,0,3
2023,69,11,5,4,2,0,0,19
2023,70,52,35,10,7,0,0,78
2023,71,32,25,4,3,0,0,42
2023,72,14,10,4,0,0,0,18
2023,73,39,19,17,3,0,0,62
2023,74,3,1,2,0,0,0,5
2023,75,10,5,1,4,0,0,22
2023,76,41,19,17,5,0,0,68
2023,77,4,3,1,0,0,0,5
2023,78,7,6,1,0,0,0,8
2023,79,38,22,13,3,0,0,58
2023,80,19,7,7,5,0,0,36
2023,81,36,25,10,1,0,0,48
2023,82,5,2,1,2,0,0,12
2023,83,7,0,5,2,0,0,16
2023,84,23,6,12,5,0,0,45
2023,85,8,5,2,1,0,0,12
2023,86,10,6,3,1,0,0,15
2023,87,13,9,4,0,0,0,17
2023,88,11,3,8,0,0,0,19
2023,89,13,8,4,1,0,0,20
2023,90,29,16,10,3,0,0,45
2023,91,9,2,4,3,0,0,19
2023,92,4,4,0,0,0,0,4
2023,93,60,40,18,2,0,0,82
2023,94,14,10,4,0,0,0,18
2023,95,3,3,0,0,0,0,3
2023,96,83,61,17,5,0,0,111
2023,97,14,7,5,2,0,0,23
2023,98,16,13,2,1,0,0,20
2023,99,86,66,18,2,0,0,109
2023,100,12,6,6,0,0,0,18
2023,101,34,19,13,2,0,0,51
2023,102,91,63,19,9,0,0,130
2023,103,0,0,0,0,0,0,0
2023,104,24,13,6,5,0,0,43
2023,105,46,31,11,4,0,0,65
2023,106,27,20,5,2,0,0,36
2023,107,8,8,0,0,0,0,8
2023,108,90,71,17,2,0,0,111
2023,109,32,16,12,4,0,0,52
