source_year,source_round,source_match_id,source_schedule_id,starts_at,home_team,away_team,result,sequence,observed_at,home,draw,away
2010,51,8,28586,2010-06-27 03:30:00,미국,가나,DRAW,1,,1.98,3.1,2.75
2010,51,22,28587,2010-06-27 23:00:00,독일,잉글랜드,HOME,0,,2.35,2.95,2.35
2010,51,22,28587,2010-06-27 23:00:00,독일,잉글랜드,HOME,1,,2.3,2.95,2.4
2010,51,23,28588,2010-06-28 03:30:00,아르헨티,멕시코,HOME,0,,1.42,3.55,4.9
2010,51,23,28588,2010-06-28 03:30:00,아르헨티,멕시코,HOME,1,,1.38,3.65,5.2
2010,52,5,28732,2010-06-29 23:00:00,파라과이,일본,DRAW,0,,1.75,3.1,3.35
2010,52,5,28732,2010-06-29 23:00:00,파라과이,일본,DRAW,1,,1.7,3.15,3.5
2010,52,6,28733,2010-06-30 03:30:00,스페인,포르투갈,HOME,0,,1.68,3.1,3.65
2010,52,6,28733,2010-06-30 03:30:00,스페인,포르투갈,HOME,1,,1.63,3.15,3.85
2010,53,5,28830,2010-07-02 23:00:00,네덜란드,브라질,HOME,0,,3.2,3.15,1.78
2010,53,5,28830,2010-07-02 23:00:00,네덜란드,브라질,HOME,1,,3.35,3.2,1.73
2010,53,8,28831,2010-07-03 03:30:00,우루과이,가나,DRAW,0,,1.95,2.95,2.95
2010,53,8,28831,2010-07-03 03:30:00,우루과이,가나,DRAW,1,,1.85,3.05,3.1
2010,53,22,28832,2010-07-03 23:00:00,아르헨티,독일,AWAY,0,,2.0,3.0,2.8
2010,53,22,28832,2010-07-03 23:00:00,아르헨티,독일,AWAY,1,,1.93,3.05,2.9
2010,54,5,28908,2010-07-07 03:30:00,우루과이,네덜란드,AWAY,0,,3.9,3.25,1.6
2010,54,5,28908,2010-07-07 03:30:00,우루과이,네덜란드,AWAY,1,,4.3,3.35,1.52
2010,54,21,28909,2010-07-08 03:30:00,독일,스페인,AWAY,0,,2.3,2.95,2.4
2010,54,21,28909,2010-07-08 03:30:00,독일,스페인,AWAY,1,,2.2,3.0,2.5
2010,55,5,29018,2010-07-10 20:00:00,전북현대,대구FC,HOME,0,,1.3,3.6,7.0
2010,55,5,29018,2010-07-10 20:00:00,전북현대,대구FC,HOME,1,,1.25,3.8,7.9
2010,55,8,29016,2010-07-11 03:30:00,우루과이,독일,AWAY,0,,3.7,3.3,1.62
2010,55,8,29016,2010-07-11 03:30:00,우루과이,독일,AWAY,1,,3.85,3.35,1.58
2010,55,23,29017,2010-07-12 03:30:00,네덜란드,스페인,DRAW,0,,2.95,3.0,1.92
2010,55,23,29017,2010-07-12 03:30:00,네덜란드,스페인,DRAW,1,,3.05,3.05,1.87
2010,56,5,29040,2010-07-14 19:00:00,전북현대,울산HDFC,HOME,0,,2.15,3.0,2.55
2010,56,5,29040,2010-07-14 19:00:00,전북현대,울산HDFC,HOME,1,,2.1,3.05,2.6
2010,56,7,29042,2010-07-14 19:00:00,부산아이,수원삼성,DRAW,0,,2.05,3.0,2.7
2010,56,7,29042,2010-07-14 19:00:00,부산아이,수원삼성,DRAW,1,,2.0,3.05,2.75
2010,57,6,29090,2010-07-17 19:00:00,대전하나,전북현대,AWAY,0,,5.4,3.45,1.4
2010,57,6,29090,2010-07-17 19:00:00,대전하나,전북현대,AWAY,1,,5.8,3.6,1.35
2010,57,8,29092,2010-07-17 19:00:00,제주SKFC,강원FC,HOME,0,,1.45,3.45,4.7
2010,57,8,29092,2010-07-17 19:00:00,제주SKFC,강원FC,HOME,1,,1.42,3.5,5.0
2010,57,25,29094,2010-07-18 16:00:00,대구FC,수원삼성,AWAY,0,,2.95,3.05,1.9
2010,57,25,29094,2010-07-18 16:00:00,대구FC,수원삼성,AWAY,1,,3.2,3.1,1.8
2010,58,5,29126,2010-07-21 19:00:00,대전하나,성남FC,AWAY,0,,5.4,3.45,1.4
2010,58,5,29126,2010-07-21 19:00:00,대전하나,성남FC,AWAY,1,,5.9,3.55,1.35
2010,58,6,29127,2010-07-21 19:00:00,제주SKFC,울산HDFC,HOME,0,,1.95,2.95,2.95
2010,58,6,29127,2010-07-21 19:00:00,제주SKFC,울산HDFC,HOME,1,,1.9,3.0,3.0
2010,58,7,29128,2010-07-21 19:00:00,부산아이,FC서울,HOME,0,,2.45,3.05,2.2
2010,58,7,29128,2010-07-21 19:00:00,부산아이,FC서울,HOME,1,,2.35,3.05,2.3
2010,58,9,29130,2010-07-21 19:00:00,김천상무,포항스틸,DRAW,0,,2.9,3.0,1.95
2010,58,9,29130,2010-07-21 19:00:00,김천상무,포항스틸,DRAW,1,,2.95,3.05,1.9
2010,59,3,29161,2010-07-24 19:00:00,대전하나,성남FC,AWAY,0,,5.6,3.55,1.37
2010,59,3,29161,2010-07-24 19:00:00,대전하나,성남FC,AWAY,1,,6.3,3.65,1.32
2010,59,4,29162,2010-07-24 19:00:00,인천유나,제주SKFC,AWAY,0,,2.2,3.0,2.5
2010,59,4,29162,2010-07-24 19:00:00,인천유나,제주SKFC,AWAY,1,,2.3,2.95,2.4
2010,59,20,29166,2010-07-25 18:00:00,말레이시,한국,HOME,0,,5.5,3.4,1.4
2010,59,20,29166,2010-07-25 18:00:00,말레이시,한국,HOME,1,,6.0,3.55,1.35
2010,59,21,29163,2010-07-25 19:00:00,포항스틸,수원삼성,DRAW,0,,2.15,3.0,2.55
2010,59,21,29163,2010-07-25 19:00:00,포항스틸,수원삼성,DRAW,1,,2.2,3.05,2.45
2010,59,23,29165,2010-07-25 19:00:00,대구FC,경남FC,DRAW,0,,3.95,3.3,1.58
2010,59,23,29165,2010-07-25 19:00:00,대구FC,경남FC,DRAW,1,,4.2,3.4,1.52
2010,60,5,29274,2010-07-28 19:00:00,전북현대,경남FC,HOME,0,,1.55,3.3,4.1
2010,60,5,29274,2010-07-28 19:00:00,전북현대,경남FC,HOME,1,,1.5,3.35,4.4
2010,61,5,29352,2010-07-31 19:00:00,성남FC,대구FC,AWAY,0,,1.33,3.7,5.9
2010,61,5,29352,2010-07-31 19:00:00,성남FC,대구FC,AWAY,1,,1.3,3.8,6.3
2010,61,6,29353,2010-07-31 19:00:00,울산HDFC,대전하나,HOME,0,,1.33,3.6,6.2
2010,61,6,29353,2010-07-31 19:00:00,울산HDFC,대전하나,HOME,1,,1.3,3.7,6.6
2010,61,7,29349,2010-07-31 19:00:00,전북현대,부산아이,HOME,0,,1.65,3.15,3.75
2010,61,7,29349,2010-07-31 19:00:00,전북현대,부산아이,HOME,1,,1.6,3.2,3.95
2010,61,8,29354,2010-07-31 19:00:00,경남FC,인천유나,HOME,0,,1.85,3.1,3.05
2010,61,8,29354,2010-07-31 19:00:00,경남FC,인천유나,HOME,1,,1.95,3.05,2.85
2010,61,11,29355,2010-07-31 19:30:00,수원삼성,김천상무,HOME,0,,1.53,3.3,4.3
2010,61,11,29355,2010-07-31 19:30:00,수원삼성,김천상무,HOME,1,,1.48,3.4,4.5
2010,63,5,29465,2010-08-07 19:00:00,제주SKFC,김천상무,HOME,0,,1.32,3.6,6.4
2010,63,5,29465,2010-08-07 19:00:00,제주SKFC,김천상무,HOME,1,,1.28,3.7,7.2
2010,63,6,29466,2010-08-07 19:00:00,대구FC,대전하나,AWAY,0,,1.9,3.2,2.85
2010,63,6,29466,2010-08-07 19:00:00,대구FC,대전하나,AWAY,1,,1.95,3.25,2.7
2010,63,8,29468,2010-08-07 20:00:00,인천유나,수원삼성,AWAY,0,,2.4,2.95,2.3
2010,63,8,29468,2010-08-07 20:00:00,인천유나,수원삼성,AWAY,1,,2.5,3.0,2.2
2010,63,25,29470,2010-08-08 19:00:00,부산아이,경남FC,AWAY,0,,2.25,2.95,2.45
2010,63,25,29470,2010-08-08 19:00:00,부산아이,경남FC,AWAY,1,,2.15,3.0,2.55
2010,64,6,29559,2010-08-12 00:00:00,러시아,불가리아,HOME,0,,1.4,3.6,5.0
2010,64,6,29559,2010-08-12 00:00:00,러시아,불가리아,HOME,1,,1.35,3.7,5.6
2010,64,12,29562,2010-08-12 03:00:00,스웨덴,스코틀랜,HOME,0,,1.45,3.4,4.8
2010,64,12,29562,2010-08-12 03:00:00,스웨덴,스코틀랜,HOME,1,,1.4,3.5,5.2
2010,64,14,29563,2010-08-12 03:15:00,튀르키예,루마니아,HOME,0,,1.6,3.25,3.9
2010,64,14,29563,2010-08-12 03:15:00,튀르키예,루마니아,HOME,1,,1.55,3.3,4.1
2010,64,18,29567,2010-08-12 03:30:00,세르비아,그리스,AWAY,0,,1.7,3.15,3.5
2010,64,18,29567,2010-08-12 03:30:00,세르비아,그리스,AWAY,1,,1.63,3.25,3.7
2010,64,24,29573,2010-08-12 03:45:00,슬로베니,호주,HOME,0,,2.05,2.95,2.75
2010,64,24,29573,2010-08-12 03:45:00,슬로베니,호주,HOME,1,,1.95,3.0,2.9
2010,65,5,29640,2010-08-14 19:00:00,김천상무,부산아이,DRAW,0,,3.1,3.05,1.85
2010,65,5,29640,2010-08-14 19:00:00,김천상무,부산아이,DRAW,1,,3.2,3.1,1.8
2010,65,7,29635,2010-08-14 19:00:00,경남FC,전북현대,HOME,0,,3.15,3.1,1.82
2010,65,7,29635,2010-08-14 19:00:00,경남FC,전북현대,HOME,1,,3.3,3.15,1.75
2010,65,9,29637,2010-08-14 19:00:00,전남드래,제주SKFC,HOME,0,,2.55,3.0,2.15
2010,65,9,29637,2010-08-14 19:00:00,전남드래,제주SKFC,HOME,1,,2.7,3.0,2.05
2010,65,11,29628,2010-08-14 20:45:00,토트넘,맨체스C,DRAW,0,,2.0,3.1,2.7
2010,65,11,29628,2010-08-14 20:45:00,토트넘,맨체스C,DRAW,1,,1.9,3.15,2.9
2010,65,12,29630,2010-08-14 23:00:00,A빌라,웨스트햄,HOME,0,,1.62,3.2,3.85
2010,65,12,29630,2010-08-14 23:00:00,A빌라,웨스트햄,HOME,1,,1.55,3.3,4.1
2010,65,13,29629,2010-08-14 23:00:00,블랙번,에버턴,HOME,0,,2.45,2.95,2.25
2010,65,13,29629,2010-08-14 23:00:00,블랙번,에버턴,HOME,1,,2.6,2.95,2.15
2010,65,14,29631,2010-08-14 23:00:00,볼턴,풀럼,DRAW,0,,1.93,3.0,2.95
2010,65,14,29631,2010-08-14 23:00:00,볼턴,풀럼,DRAW,1,,1.85,3.05,3.1
2010,65,15,29632,2010-08-14 23:00:00,선덜랜드,버밍엄C,DRAW,0,,1.85,3.05,3.1
2010,65,15,29632,2010-08-14 23:00:00,선덜랜드,버밍엄C,DRAW,1,,1.75,3.15,3.3
2010,65,16,29634,2010-08-14 23:00:00,위건,블랙풀,AWAY,0,,1.6,3.2,3.95
2010,65,16,29634,2010-08-14 23:00:00,위건,블랙풀,AWAY,1,,1.55,3.25,4.2
2010,65,19,29766,2010-08-15 04:30:00,세비야,바르셀로,HOME,0,,2.55,3.1,2.1
2010,65,19,29766,2010-08-15 04:30:00,세비야,바르셀로,HOME,1,,2.7,3.15,2.0
2010,65,35,29641,2010-08-15 17:00:00,대구FC,포항스틸,AWAY,0,,3.55,3.2,1.68
2010,65,35,29641,2010-08-15 17:00:00,대구FC,포항스틸,AWAY,1,,3.8,3.25,1.62
2010,66,5,29784,2010-08-18 19:00:00,전남드래,김천상무,HOME,0,,1.48,3.4,4.5
2010,66,5,29784,2010-08-18 19:00:00,전남드래,김천상무,HOME,1,,1.43,3.5,4.9
2010,66,7,29786,2010-08-18 19:30:00,성남FC,제주SKFC,AWAY,0,,2.0,3.0,2.8
2010,66,7,29786,2010-08-18 19:30:00,성남FC,제주SKFC,AWAY,1,,1.95,3.0,2.9
2010,66,8,29787,2010-08-18 20:00:00,부산아이,인천유나,DRAW,0,,1.8,3.15,3.15
2010,66,8,29787,2010-08-18 20:00:00,부산아이,인천유나,DRAW,1,,1.72,3.2,3.35
2010,67,5,29848,2010-08-21 19:00:00,제주SKFC,부산아이,HOME,0,,1.58,3.3,3.95
2010,67,5,29848,2010-08-21 19:00:00,제주SKFC,부산아이,HOME,1,,1.53,3.35,4.2
2010,67,7,29851,2010-08-21 19:30:00,수원삼성,대구FC,HOME,0,,1.37,3.6,5.5
2010,67,7,29851,2010-08-21 19:30:00,수원삼성,대구FC,HOME,1,,1.33,3.7,5.9
2010,67,8,29850,2010-08-21 20:00:00,FC서울,강원FC,HOME,0,,1.28,3.75,7.0
2010,67,8,29850,2010-08-21 20:00:00,FC서울,강원FC,HOME,1,,1.25,3.9,7.5
2010,67,10,29852,2010-08-21 23:00:00,버밍엄C,블랙번,HOME,0,,1.95,3.0,2.9
2010,67,10,29852,2010-08-21 23:00:00,버밍엄C,블랙번,HOME,1,,1.87,3.05,3.05
2010,67,12,29854,2010-08-21 23:00:00,스토크C,토트넘,AWAY,0,,2.8,3.0,2.0
2010,67,12,29854,2010-08-21 23:00:00,스토크C,토트넘,AWAY,1,,2.9,3.05,1.93
2010,67,17,29902,2010-08-22 03:30:00,바르셀로,세비야,HOME,0,,1.3,3.75,6.5
2010,67,17,29902,2010-08-22 03:30:00,바르셀로,세비야,HOME,1,,1.25,3.95,7.3
2010,67,37,29861,2010-08-23 00:00:00,풀럼,맨체스U,DRAW,0,,4.9,3.55,1.42
2010,67,37,29861,2010-08-23 00:00:00,풀럼,맨체스U,DRAW,1,,5.2,3.65,1.38
2010,69,4,29923,2010-08-28 19:00:00,김천상무,경남FC,DRAW,0,,4.1,3.3,1.55
2010,69,4,29923,2010-08-28 19:00:00,김천상무,경남FC,DRAW,1,,4.4,3.4,1.5
2010,69,5,29924,2010-08-28 19:00:00,대전하나,제주SKFC,AWAY,0,,3.7,3.2,1.65
2010,69,5,29924,2010-08-28 19:00:00,대전하나,제주SKFC,AWAY,1,,3.9,3.25,1.6
2010,69,9,29931,2010-08-28 20:45:00,블랙번,아스널,AWAY,0,,4.2,3.25,1.55
2010,69,9,29931,2010-08-28 20:45:00,블랙번,아스널,AWAY,1,,4.5,3.3,1.5
2010,69,10,29933,2010-08-28 23:00:00,블랙풀,풀럼,DRAW,0,,2.5,2.9,2.25
2010,69,10,29933,2010-08-28 23:00:00,블랙풀,풀럼,DRAW,1,,2.6,2.95,2.15
2010,69,17,30009,2010-08-29 01:00:00,에르쿨레,빌바오,AWAY,0,,2.3,2.95,2.4
2010,69,17,30009,2010-08-29 01:00:00,에르쿨레,빌바오,AWAY,1,,2.2,3.0,2.5
2010,69,23,30011,2010-08-29 05:00:00,레반테,세비야,AWAY,0,,3.05,3.1,1.85
2010,69,23,30011,2010-08-29 05:00:00,레반테,세비야,AWAY,1,,3.2,3.15,1.78
2010,69,38,29928,2010-08-29 19:00:00,부산아이,전남드래,HOME,0,,1.75,3.2,3.25
2010,69,38,29928,2010-08-29 19:00:00,부산아이,전남드래,HOME,1,,1.68,3.3,3.45
2010,69,41,29938,2010-08-29 23:00:00,선덜랜드,맨체스C,HOME,0,,3.45,3.15,1.72
2010,69,41,29938,2010-08-29 23:00:00,선덜랜드,맨체스C,HOME,1,,3.6,3.25,1.65
2010,69,55,30026,2010-08-30 03:45:00,삼프도리,라치오,HOME,0,,1.9,3.0,3.0
2010,69,55,30026,2010-08-30 03:45:00,삼프도리,라치오,HOME,1,,1.8,3.1,3.2
2010,70,5,30220,2010-09-01 19:30:00,성남FC,수원삼성,DRAW,0,,2.3,2.95,2.4
2010,70,5,30220,2010-09-01 19:30:00,성남FC,수원삼성,DRAW,1,,2.4,2.95,2.3
2010,71,4,30356,2010-09-04 19:00:00,전북현대,포항스틸,HOME,0,,1.7,3.15,3.5
2010,71,4,30356,2010-09-04 19:00:00,전북현대,포항스틸,HOME,1,,1.63,3.25,3.7
2010,71,5,30357,2010-09-04 19:00:00,제주SKFC,울산HDFC,HOME,0,,1.65,3.15,3.75
2010,71,5,30357,2010-09-04 19:00:00,제주SKFC,울산HDFC,HOME,1,,1.6,3.2,3.95
2010,71,6,30358,2010-09-04 19:00:00,전남드래,대전하나,HOME,0,,1.5,3.35,4.4
2010,71,6,30358,2010-09-04 19:00:00,전남드래,대전하나,HOME,1,,1.45,3.45,4.7
2010,71,7,30359,2010-09-04 19:00:00,강원FC,수원삼성,AWAY,0,,3.55,3.3,1.65
2010,71,7,30359,2010-09-04 19:00:00,강원FC,수원삼성,AWAY,1,,3.8,3.4,1.58
2010,71,8,30360,2010-09-04 20:00:00,FC서울,김천상무,HOME,0,,1.25,4.0,7.1
2010,71,8,30360,2010-09-04 20:00:00,FC서울,김천상무,HOME,1,,1.2,4.4,7.7
2010,71,10,30355,2010-09-04 19:30:00,대구FC,성남FC,DRAW,0,,4.2,3.5,1.5
2010,71,10,30355,2010-09-04 19:30:00,대구FC,성남FC,DRAW,1,,4.5,3.6,1.45
2010,71,11,30361,2010-09-04 20:00:00,인천유나,부산아이,DRAW,0,,2.25,3.05,2.4
2010,71,11,30361,2010-09-04 20:00:00,인천유나,부산아이,DRAW,1,,2.15,3.05,2.5
2010,71,21,30393,2010-09-05 06:30:00,캐나다,페루,AWAY,0,,2.8,3.0,2.0
2010,71,21,30393,2010-09-05 06:30:00,캐나다,페루,AWAY,1,,2.95,3.05,1.9
2010,73,7,30516,2010-09-11 20:00:00,수원삼성,제주SKFC,AWAY,0,,2.05,2.95,2.75
2010,73,7,30516,2010-09-11 20:00:00,수원삼성,제주SKFC,AWAY,1,,1.97,3.0,2.85
2010,73,8,30583,2010-09-11 20:45:00,에버턴,맨체스U,DRAW,0,,3.7,3.2,1.65
2010,73,8,30583,2010-09-11 20:45:00,에버턴,맨체스U,DRAW,1,,3.85,3.3,1.6
2010,73,12,30520,2010-09-11 23:00:00,뉴캐슬U,블랙풀,AWAY,0,,1.47,3.4,4.6
2010,73,12,30520,2010-09-11 23:00:00,뉴캐슬U,블랙풀,AWAY,1,,1.42,3.5,5.0
2010,73,13,30521,2010-09-11 23:00:00,웨스브로,토트넘,DRAW,0,,3.1,3.05,1.85
2010,73,13,30521,2010-09-11 23:00:00,웨스브로,토트넘,DRAW,1,,3.25,3.15,1.77
2010,73,19,30594,2010-09-12 01:00:00,인테르,우디네세,HOME,0,,1.28,3.85,6.7
2010,73,19,30594,2010-09-12 01:00:00,인테르,우디네세,HOME,1,,1.23,4.0,7.8
2010,73,41,30545,2010-09-12 15:10:00,김천상무,인천유나,DRAW,0,,2.6,2.95,2.15
2010,73,41,30545,2010-09-12 15:10:00,김천상무,인천유나,DRAW,1,,2.75,2.95,2.05
2010,74,4,30628,2010-09-15 19:00:00,전북현대,S알샤바,AWAY,0,,1.65,3.25,3.6
2010,74,4,30628,2010-09-15 19:00:00,전북현대,S알샤바,AWAY,1,,1.6,3.3,3.8
2010,74,6,30630,2010-09-15 23:00:00,조브아한,포항스틸,HOME,0,,1.85,3.1,3.05
2010,74,6,30630,2010-09-15 23:00:00,조브아한,포항스틸,HOME,1,,1.77,3.15,3.25
2010,74,10,30634,2010-09-16 03:45:00,바이뮌헨,AS로마,HOME,0,,1.6,3.2,3.95
2010,74,10,30634,2010-09-16 03:45:00,바이뮌헨,AS로마,HOME,1,,1.55,3.3,4.1
2010,74,47,30766,2010-09-17 04:05:00,PSV,삼프도리,DRAW,0,,2.15,2.95,2.6
2010,74,47,30766,2010-09-17 04:05:00,PSV,삼프도리,DRAW,1,,2.05,3.0,2.7
2010,75,4,30725,2010-09-18 17:00:00,울산HDFC,전남드래,HOME,0,,1.65,3.25,3.6
2010,75,4,30725,2010-09-18 17:00:00,울산HDFC,전남드래,HOME,1,,1.58,3.35,3.85
2010,75,7,30728,2010-09-18 19:00:00,대구FC,인천유나,AWAY,0,,3.05,2.95,1.9
2010,75,7,30728,2010-09-18 19:00:00,대구FC,인천유나,AWAY,1,,3.2,3.0,1.83
2010,75,9,30692,2010-09-18 20:45:00,스토크C,웨스트햄,DRAW,0,,1.77,3.1,3.3
2010,75,9,30692,2010-09-18 20:45:00,스토크C,웨스트햄,DRAW,1,,1.7,3.15,3.5
2010,75,10,30696,2010-09-18 23:00:00,A빌라,볼턴,DRAW,0,,1.52,3.35,4.3
2010,75,10,30696,2010-09-18 23:00:00,A빌라,볼턴,DRAW,1,,1.47,3.4,4.6
2010,75,12,30694,2010-09-18 23:00:00,에버턴,뉴캐슬U,AWAY,0,,1.6,3.2,3.95
2010,75,12,30694,2010-09-18 23:00:00,에버턴,뉴캐슬U,AWAY,1,,1.52,3.3,4.4
2010,75,18,30700,2010-09-19 01:30:00,선덜랜드,아스널,DRAW,0,,4.1,3.3,1.55
2010,75,18,30700,2010-09-19 01:30:00,선덜랜드,아스널,DRAW,1,,4.5,3.4,1.48
2010,75,37,30730,2010-09-19 15:00:00,대전하나,김천상무,HOME,0,,1.8,3.1,3.2
2010,75,37,30730,2010-09-19 15:00:00,대전하나,김천상무,HOME,1,,1.67,3.15,3.65
2010,75,40,30690,2010-09-19 22:00:00,체세나,US레체,HOME,0,,1.77,3.0,3.4
2010,75,40,30690,2010-09-19 22:00:00,체세나,US레체,HOME,1,,1.7,3.1,3.6
2010,75,41,30686,2010-09-19 22:00:00,키에보,브레시아,AWAY,0,,1.65,3.1,3.8
2010,75,41,30686,2010-09-19 22:00:00,키에보,브레시아,AWAY,1,,1.58,3.2,4.1
2010,75,52,30691,2010-09-20 03:45:00,삼프도리,나폴리,AWAY,0,,1.9,3.0,3.0
2010,75,52,30691,2010-09-20 03:45:00,삼프도리,나폴리,AWAY,1,,1.82,3.05,3.2
2010,76,7,31149,2010-09-23 02:15:00,S알샤바,전북현대,AWAY,0,,2.1,3.05,2.6
2010,76,7,31149,2010-09-23 02:15:00,S알샤바,전북현대,AWAY,1,,2.0,3.15,2.7
2010,76,10,31152,2010-09-23 03:00:00,알메리아,레반테,AWAY,0,,1.63,3.25,3.7
2010,76,10,31152,2010-09-23 03:00:00,알메리아,레반테,AWAY,1,,1.58,3.35,3.85
2010,76,13,31155,2010-09-23 03:45:00,칼리아리,삼프도리,DRAW,0,,2.15,2.95,2.6
2010,76,13,31155,2010-09-23 03:45:00,칼리아리,삼프도리,DRAW,1,,2.05,3.0,2.7
2010,76,17,31159,2010-09-23 03:45:00,라치오,AC밀란,DRAW,0,,2.65,2.95,2.1
2010,76,17,31159,2010-09-23 03:45:00,라치오,AC밀란,DRAW,1,,2.8,3.0,2.0
2010,77,4,31171,2010-09-25 19:00:00,전남드래,FC서울,DRAW,0,,4.4,3.35,1.5
2010,77,4,31171,2010-09-25 19:00:00,전남드래,FC서울,DRAW,1,,4.7,3.45,1.45
2010,77,6,30850,2010-09-25 20:45:00,맨체스C,첼시,HOME,0,,2.85,3.05,1.95
2010,77,6,30850,2010-09-25 20:45:00,맨체스C,첼시,HOME,1,,3.05,3.05,1.87
2010,77,19,31174,2010-09-26 03:45:00,AS로마,인테르,HOME,0,,2.9,3.0,1.95
2010,77,19,31174,2010-09-26 03:45:00,AS로마,인테르,HOME,1,,3.1,3.0,1.87
2010,77,34,31176,2010-09-26 15:00:00,제주SKFC,포항스틸,DRAW,0,,1.6,3.4,3.7
2010,77,34,31176,2010-09-26 15:00:00,제주SKFC,포항스틸,DRAW,1,,1.55,3.45,3.9
2010,77,38,30846,2010-09-26 20:00:00,볼턴,맨체스U,DRAW,0,,5.8,3.6,1.35
2010,77,38,30846,2010-09-26 20:00:00,볼턴,맨체스U,DRAW,1,,6.5,3.75,1.3
2010,77,49,31315,2010-09-27 00:00:00,마요르카,소시에다,HOME,0,,1.7,3.2,3.45
2010,77,49,31315,2010-09-27 00:00:00,마요르카,소시에다,HOME,1,,1.63,3.3,3.65
2010,78,8,31372,2010-09-30 03:45:00,인테르,브레멘,HOME,0,,1.5,3.35,4.4
2010,78,8,31372,2010-09-30 03:45:00,인테르,브레멘,HOME,1,,1.42,3.4,5.2
2010,78,11,31375,2010-09-30 03:45:00,발렌시아,맨체스U,AWAY,0,,2.6,2.95,2.15
2010,78,11,31375,2010-09-30 03:45:00,발렌시아,맨체스U,AWAY,1,,2.45,2.95,2.25
2010,78,12,31376,2010-09-30 03:45:00,레인저FC,부르사스,HOME,0,,1.83,3.1,3.1
2010,78,12,31376,2010-09-30 03:45:00,레인저FC,부르사스,HOME,1,,1.75,3.15,3.3
2010,79,49,31477,2010-10-04 00:00:00,첼시,아스널,HOME,0,,1.62,3.25,3.75
2010,79,49,31477,2010-10-04 00:00:00,첼시,아스널,HOME,1,,1.55,3.3,4.1
2010,80,1,31832,2010-10-06 22:30:00,조브아한,알힐랄,HOME,0,,2.05,3.05,2.65
2010,80,1,31832,2010-10-06 22:30:00,조브아한,알힐랄,HOME,1,,2.0,3.05,2.75
2010,81,2,31895,2010-10-09 15:30:00,뉴질랜드,온두라스,DRAW,0,,1.9,3.0,3.0
2010,81,2,31895,2010-10-09 15:30:00,뉴질랜드,온두라스,DRAW,1,,1.8,3.1,3.2
2010,81,3,31897,2010-10-09 17:00:00,울산HDFC,전북현대,AWAY,0,,2.05,3.0,2.7
2010,81,3,31897,2010-10-09 17:00:00,울산HDFC,전북현대,AWAY,1,,1.95,3.05,2.85
2010,81,6,31901,2010-10-09 19:00:00,인천유나,대전하나,DRAW,0,,1.5,3.35,4.4
2010,81,6,31901,2010-10-09 19:00:00,인천유나,대전하나,DRAW,1,,1.45,3.4,4.8
2010,81,7,31899,2010-10-09 19:00:00,FC서울,경남FC,HOME,0,,1.62,3.3,3.7
2010,81,7,31899,2010-10-09 19:00:00,FC서울,경남FC,HOME,1,,1.55,3.4,4.0
2010,81,9,31902,2010-10-09 19:30:00,수원삼성,전남드래,HOME,0,,1.45,3.45,4.7
2010,81,9,31902,2010-10-09 19:30:00,수원삼성,전남드래,HOME,1,,1.4,3.55,5.1
2010,81,11,31905,2010-10-10 04:05:00,이스라엘,크로아티,AWAY,0,,2.8,3.0,2.0
2010,81,11,31905,2010-10-10 04:05:00,이스라엘,크로아티,AWAY,1,,2.95,3.1,1.9
2010,81,12,31906,2010-10-10 09:00:00,미국,폴란드,DRAW,0,,1.52,3.35,4.3
2010,81,12,31906,2010-10-10 09:00:00,미국,폴란드,DRAW,1,,1.47,3.45,4.5
2010,82,1,31910,2010-10-12 20:00:00,한국,일본,DRAW,0,,2.05,2.95,2.75
2010,82,1,31910,2010-10-12 20:00:00,한국,일본,DRAW,1,,2.15,2.95,2.6
2010,82,10,31926,2010-10-13 03:30:00,북마케도,러시아,AWAY,0,,3.6,3.15,1.68
2010,82,10,31926,2010-10-13 03:30:00,북마케도,러시아,AWAY,1,,3.9,3.25,1.6
2010,83,3,31945,2010-10-16 15:00:00,김천상무,대구FC,AWAY,0,,2.6,2.95,2.15
2010,83,3,31945,2010-10-16 15:00:00,김천상무,대구FC,AWAY,1,,2.4,2.95,2.3
2010,83,9,31947,2010-10-16 19:00:00,전남드래,인천유나,DRAW,0,,1.95,3.0,2.9
2010,83,9,31947,2010-10-16 19:00:00,전남드래,인천유나,DRAW,1,,1.95,2.85,3.05
2010,83,28,32107,2010-10-17 22:00:00,브레시아,우디네세,AWAY,0,,2.15,2.8,2.7
2010,83,28,32107,2010-10-17 22:00:00,브레시아,우디네세,AWAY,1,,2.05,2.85,2.85
2010,83,38,32120,2010-10-18 00:00:00,마요르카,에스파뇰,AWAY,0,,1.6,3.25,3.9
2010,83,38,32120,2010-10-18 00:00:00,마요르카,에스파뇰,AWAY,1,,1.55,3.3,4.1
2010,84,4,32176,2010-10-21 02:00:00,알힐랄,조브아한,AWAY,0,,1.48,3.4,4.5
2010,84,4,32176,2010-10-21 02:00:00,알힐랄,조브아한,AWAY,1,,1.43,3.45,5.0
2010,84,5,32177,2010-10-21 03:45:00,인테르,토트넘,HOME,0,,1.53,3.35,4.2
2010,84,5,32177,2010-10-21 03:45:00,인테르,토트넘,HOME,1,,1.48,3.4,4.5
2010,84,8,32180,2010-10-21 03:45:00,리옹,SL벤피카,HOME,0,,1.85,3.05,3.1
